project,Url,Description,Files,Loc,Commit,IssueCommit,Committer,IssueCommiter,PyFiles,PyLoc,AvgLoCPerFile
matplotlib,https://github.com/matplotlib/matplotlib,matplotlib: plotting with Pythonmatplotlib,1167,199185,15850,2098,732,191,855,121009,141.5309942
maya,https://github.com/timofurrer/maya,Datetimes for Humans™maya,8,1462,165,16,39,8,8,1462,182.75
me_cleaner,https://github.com/corna/me_cleaner,Tool for partial deblobbing of Intel ME/TXE firmware imagesme_cleaner,2,776,84,0,7,0,2,776,388
MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,A Python library for automating interaction with websites.MechanicalSoup,26,2361,428,78,50,19,20,1956,97.8
meshroom,https://github.com/alicevision/meshroom,meshroom,223,29756,1843,11,45,10,105,15874,151.1809524
mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,mesh-transformer-jax,37,3734,128,36,21,20,26,3546,136.3846154
metaflow,https://github.com/Netflix/metaflow,:rocket: Build and manage real-life data science projects with ease!metaflow,185,19996,302,235,44,37,176,20715,117.6988636
microblog,https://github.com/miguelgrinberg/microblog,A microblogging web application written in Python and Flask that I developed as part of my Flask Mega-Tutorial series.microblog,52,1724,24,0,1,0,34,1265,37.20588235
microk8s,https://github.com/ubuntu/microk8s,"MicroK8s is a small, fast, single-package Kubernetes for developers, IoT and edge.microk8s",290,81635,663,583,114,110,45,6623,147.1777778
microservices-demo,https://github.com/GoogleCloudPlatform/microservices-demo,"Sample cloud-native application with 10 microservices showcasing Kubernetes, Istio, gRPC and OpenCensus.microservices-demo",106,20647,478,221,83,71,10,4223,422.3
mimesis,https://github.com/lk-geimfari/mimesis,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a variety of languages.mimesis",316,396546,760,310,78,73,96,32933,343.0520833
mimic,https://github.com/reinderien/mimic,[ab]using Unicode to create tragedymimic,4,344,68,4,12,2,4,344,86
mindsdb,https://github.com/mindsdb/mindsdb,Predictive AI layer for existing databases.mindsdb,187,16045,2081,129,52,16,179,15055,84.10614525
Minecraft,https://github.com/fogleman/Minecraft,Simple Minecraft-inspired program using Python and PygletMinecraft,1,446,45,1,15,1,1,446,446
mininet,https://github.com/mininet/mininet,mininet,105,13887,1684,143,76,14,92,11437,124.3152174
MITMf,https://github.com/byt3bl33d3r/MITMf,Framework for Man-In-The-Middle attacksMITMf,80,11917,260,17,21,2,72,8249,114.5694444
mitmproxy,https://github.com/mitmproxy/mitmproxy,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.mitmproxy,661,83736,2635,257,123,43,449,42369,94.36302895
mkdocs,https://github.com/mkdocs/mkdocs,Project documentation with Markdown.mkdocs,123,20506,903,356,175,90,49,9225,188.2653061
MLAlgorithms,https://github.com/rushter/MLAlgorithms,Minimal and clean examples of machine learning algorithms implementationsMLAlgorithms,70,3000,114,21,26,14,69,2976,43.13043478
mlcourse.ai,https://github.com/Yorko/mlcourse.ai,Open Machine Learning Coursemlcourse.ai,16,502,2318,5,158,2,9,416,46.22222222
mlflow,https://github.com/mlflow/mlflow,Open source platform for the machine learning lifecyclemlflow,990,237092,1907,1879,301,299,476,80269,168.6323529
ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.ML-From-Scratch,81,4160,203,3,10,1,81,4160,51.35802469
mlxtend,https://github.com/rasbt/mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.mlxtend,238,23706,855,202,82,50,212,16197,76.4009434
mmdetection,https://github.com/open-mmlab/mmdetection,OpenMMLab Detection Toolbox and Benchmarkmmdetection,1106,83189,1278,1055,232,217,1024,74261,72.52050781
MMdnn,https://github.com/microsoft/MMdnn,"MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion and visualization. Convert models between Caffe, Keras, MXNet, Tensorflow, CNTK, PyTorch Onnx and CoreML.MMdnn",182,31116,671,106,86,45,159,28487,179.163522
mmf,https://github.com/facebookresearch/mmf,mmf,635,48965,597,499,77,63,318,38138,119.9308176
Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,Mobile-Security-Framework-MobSF,213,65360,612,186,38,27,84,13452,160.1428571
models,https://github.com/tensorflow/models,Models and examples built with TensorFlowmodels,2108,310192,1394,352,305,113,1401,200420,143.0549607
modin,https://github.com/modin-project/modin,Modin: Speed up your Pandas workflows by changing a single line of codemodin,301,58240,1125,1001,79,74,320,56649,177.028125
mongoengine,https://github.com/MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDBmongoengine,91,25956,2126,657,336,94,83,25747,310.2048193
mongo-python-driver,https://github.com/mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDBmongo-python-driver,1142,224279,3784,306,164,54,172,43371,252.1569767
monkey,https://github.com/guardicore/monkey,Infection Monkey - An automated pentest toolmonkey,1002,75025,3447,50,39,9,683,30664,44.89604685
MonkeyType,https://github.com/Instagram/MonkeyType,A system for Python that generates static type annotations by collecting runtime typesMonkeyType,34,5407,265,59,39,28,31,5214,168.1935484
monoid,https://github.com/larsenwork/monoid,"Customisable coding font with alternates, ligatures and contextual positioning. Crazy crisp at 12px/9pt. http://larsenwork.com/monoid/monoid",10,244,316,11,16,2,2,140,70
mopidy,https://github.com/mopidy/mopidy,Mopidy is an extensible music server written in Pythonmopidy,134,15884,3213,317,89,28,124,15577,125.6209677
moto,https://github.com/spulec/moto,A library that allows you to easily mock out tests based on AWS infrastructure.moto,969,241190,4582,1316,815,390,880,223026,253.4386364
moviepy,https://github.com/Zulko/moviepy,Video editing with Pythonmoviepy,124,11115,773,299,148,76,115,10494,91.25217391
mps-youtube,https://github.com/mps-youtube/mps-youtube,mps-youtube,46,5430,1320,63,101,16,46,5430,118.0434783
multi-v2ray,https://github.com/Jrohy/multi-v2ray,multi-v2ray,52,4318,379,9,1,1,26,2946,113.3076923
musicbox,https://github.com/darknessomi/musicbox,网易云音乐命令行版本musicbox,19,3605,397,58,64,23,19,3605,189.7368421
mvt,https://github.com/mvt-project/mvt,MVT (Mobile Verification Toolkit) helps conducting forensics of mobile devices in order to find signs of a potential compromise.mvt,78,4339,235,16,32,6,76,4394,57.81578947
mwlib,https://github.com/pediapress/mwlib,mediawiki parser librarymwlib,168,79041,2714,77,32,9,150,17758,118.3866667
mycli,https://github.com/dbcli/mycli,A Terminal Client for MySQL with AutoCompletion and Syntax Highlighting.mycli,58,6450,1071,43,91,23,57,6397,112.2280702
mycroft-core,https://github.com/MycroftAI/mycroft-core,"Mycroft Core, the Mycroft Artificial Intelligence platform. mycroft-core",255,25869,2622,353,173,72,209,22295,106.6746411
mypaint,https://github.com/mypaint/mypaint,MyPaint is a simple drawing and painting program that works well with Wacom-style graphics tablets.mypaint,201,49585,3583,342,186,22,136,40926,300.9264706
mypy,https://github.com/python/mypy,Optional static typing for Pythonmypy,426,104971,5529,3728,471,436,358,79899,223.1815642
nameko,https://github.com/nameko/nameko,Python framework for building microservicesnameko,117,13722,1740,62,53,25,113,13677,121.0353982
nanodet,https://github.com/RangiLyu/nanodet,⚡Super fast and lightweight anchor-free object detection model. 🔥Only 980 KB(int8) / 1.8MB (fp16) and run 97FPS on cellphone🔥nanodet,173,15372,248,19,17,3,107,9677,90.43925234
neon,https://github.com/NervanaSystems/neon,Intel® Nervana�?reference deep learning framework committed to best performance on all hardwareneon,352,79852,791,148,96,42,246,37898,154.0569106
netbox,https://github.com/netbox-community/netbox,netbox,666,78606,5637,2321,161,82,371,60101,161.9973046
networkx,https://github.com/networkx/networkx,networkx,624,79216,3458,1026,308,154,539,59466,110.3265306
neural-doodle,https://github.com/alexjc/neural-doodle,neural-doodle,1,410,111,17,4,2,1,410,410
neural-enhance,https://github.com/alexjc/neural-enhance,Super Resolution for images using deep learning.neural-enhance,1,369,85,7,10,2,1,369,369
neural-networks-and-deep-learning,https://github.com/mnielsen/neural-networks-and-deep-learning,"Code samples for my book ""Neural Networks and Deep Learning""neural-networks-and-deep-learning",40,1585,69,0,8,0,26,1571,60.42307692
neural-style,https://github.com/anishathalye/neural-style,Neural style in TensorFlow! 🎨neural-style,3,492,72,0,17,0,3,492,164
neuraltalk,https://github.com/karpathy/neuraltalk,NeuralTalk is a Python+numpy project for learning Multimodal Recurrent Neural Networks that describe images with sentences.neuraltalk,25,1946,24,0,10,0,12,1359,113.25
newspaper,https://github.com/codelucas/newspaper,"News, full-text, and article metadata extraction in Python 3. Advanced docs:newspaper",191,163379,493,68,100,44,26,3827,147.1923077
nginx-book,https://github.com/taobao/nginx-book,Nginx开发从入门到精通nginx-book,21,1332,155,0,33,0,14,558,39.85714286
nginx-proxy,https://github.com/nginx-proxy/nginx-proxy,Automated nginx proxy for Docker containers using docker-gennginx-proxy,96,2334,407,35,118,13,43,1074,24.97674419
ngxtop,https://github.com/lebinh/ngxtop,Real-time metrics for nginx serverngxtop,5,430,22,1,6,1,5,430,86
NLP-progress,https://github.com/sebastianruder/NLP-progress,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.NLP-progress",4,324,462,291,245,196,1,269,269
nlp-recipes,https://github.com/microsoft/nlp-recipes,Natural Language Processing Best Practices & Examplesnlp-recipes,161,19162,1106,17,45,6,139,17418,125.3093525
nltk,https://github.com/nltk/nltk,NLTK Sourcenltk,364,75840,5508,264,292,52,340,75809,222.9676471
nmt,https://github.com/tensorflow/nmt,TensorFlow Neural Machine Translation Tutorialnmt,29,5162,198,29,26,17,23,4901,213.0869565
nni,https://github.com/microsoft/nni,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning.nni",1228,114320,1016,942,111,99,745,77304,103.7637584
node-gyp,https://github.com/nodejs/node-gyp,Node.js native addon build toolnode-gyp,97,26247,906,111,176,39,49,21745,443.7755102
nose,https://github.com/nose-devs/nose,nose is nicer testing for pythonnose,281,16684,800,76,93,24,271,16409,60.5498155
noteshrink,https://github.com/mzucker/noteshrink,"Convert scans of handwritten notes to beautiful, compact PDFsnoteshrink",2,398,23,0,4,0,2,398,199
nova,https://github.com/openstack/nova,OpenStack Compute (Nova). Mirror of code maintained at opendev.org.nova,3019,412723,18926,4367,1359,755,1374,375200,273.0713246
ntfy,https://github.com/dschep/ntfy,"🖥️📱�?A utility for sending notifications, on demand and when commands finish.ntfy",47,2791,421,57,44,14,41,2154,52.53658537
numba,https://github.com/numba/numba,numba,736,188044,10086,720,241,46,651,169286,260.0399386
numpy,https://github.com/numpy/numpy,numpy,1019,333086,15596,2015,1206,537,516,141542,274.3062016
numpy-100,https://github.com/rougier/numpy-100,100 numpy exercises (with solutions)numpy-100,2,85,70,7,29,5,2,85,42.5
numpy-ml,https://github.com/ddbourgin/numpy-ml,"Machine learning, in numpynumpy-ml",96,16249,131,13,12,8,92,16171,175.7717391
Object-Detection-Metrics,https://github.com/rafaelpadilla/Object-Detection-Metrics,Most popular metrics used to evaluate object detection algorithms.Object-Detection-Metrics,11,1020,78,6,7,5,10,1002,100.2
objection,https://github.com/sensepost/objection,📱 objection - runtime mobile explorationobjection,178,16343,663,98,48,38,108,6665,61.71296296
OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searchedOCRmyPDF",94,11117,1683,140,44,37,88,10764,122.3181818
OctoPrint,https://github.com/OctoPrint/OctoPrint,OctoPrint is the snappy web interface for your 3D printer!OctoPrint,476,153473,5090,989,205,32,222,60057,270.527027
ODM,https://github.com/OpenDroneMap/ODM,"A command line toolkit to generate maps, point clouds, 3D models and DEMs from drone, balloon or kite images. 📷ODM",124,12184,1293,30,68,15,88,10680,121.3636364
offlineimap,https://github.com/OfflineIMAP/offlineimap,offlineimap,67,10224,1494,63,136,17,59,9555,161.9491525
OneForAll,https://github.com/shmilylty/OneForAll,OneForAll,106,8421,529,15,17,1,97,6375,65.72164948
onionshare,https://github.com/micahflee/onionshare,onionshare,149,26951,598,14,32,7,60,11710,195.1666667
open_nsfw,https://github.com/yahoo/open_nsfw,open_nsfw,1,69,9,0,5,0,1,69,69
openage,https://github.com/SFTtech/openage,Free (as in freedom) open source clone of the Age of Empires II engine :rocket:openage,1113,95431,1734,57,166,28,271,41556,153.3431734
opendrop,https://github.com/seemoo-lab/opendrop,An open Apple AirDrop implementation written in Pythonopendrop,10,967,57,11,3,1,10,967,96.7
OpenMDAO-Framework,https://github.com/OpenMDAO/OpenMDAO-Framework,"A python based open-source (Apache 2.0) engineering analysis framework designed to facilitate the use of MDAO.  To add issues, visit our user forums at http://www.openmdao.org/forum .  NOTE: this version is no longer being developed.  The current active version can be found here: https://github.com/OpenMDAO/OpenMDAO.OpenMDAO-Framework",692,133415,6072,24,60,8,559,93157,166.6493739
OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,Open Source Neural Machine Translation in PyTorchOpenNMT-py,137,16038,1154,357,132,66,111,14124,127.2432432
OpenNRE,https://github.com/thunlp/OpenNRE, An Open-Source Package for Neural Relation Extraction (NRE)OpenNRE,50,3165,85,8,8,1,42,3130,74.52380952
openstack,https://github.com/openstack/openstack,openstack,1,39,180184,39291,2936,1371,1,39,39
oppia,https://github.com/oppia/oppia,"A free, online learning platform to make quality education accessible for all.oppia",4033,729843,5948,3918,390,345,665,221565,333.1804511
optuna,https://github.com/optuna/optuna,A hyperparameter optimization frameworkoptuna,285,35987,4803,41,148,19,262,35576,135.7862595
Osmedeus,https://github.com/j3ssie/Osmedeus,Fully automated offensive security framework for reconnaissance and vulnerability scanningOsmedeus,104,6430,70,2,9,1,89,6138,68.96629213
osmnx,https://github.com/gboeing/osmnx,"OSMnx: Python for street networks. Retrieve, model, analyze, and visualize street networks and other spatial data from OpenStreetMap.osmnx",45,5074,1541,20,51,5,28,3910,139.6428571
OSX-KVM,https://github.com/kholia/OSX-KVM,Run macOS on QEMU/KVM. With OpenCore + Big Sur + Monterey support now! Only commercial (paid) support is available now to avoid spammy issues.OSX-KVM,24,1399,4,0,1,0,4,727,181.75
P4wnP1,https://github.com/RoganDawes/P4wnP1,"P4wnP1 is a highly customizable USB attack platform, based on a low cost Raspberry Pi Zero or Raspberry Pi Zero W.P4wnP1",47,4814,184,17,13,9,19,2890,152.1052632
package_control,https://github.com/wbond/package_control,The Sublime Text package managerpackage_control,212,40138,947,18,37,9,202,39448,195.2871287
Paddle,https://github.com/PaddlePaddle/Paddle,Paddle,5972,909084,15134,9072,554,442,2461,410988,167.0004063
PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,PaddleDetection,894,103749,776,773,54,53,377,68569,181.8806366
PaddleHub,https://github.com/PaddlePaddle/PaddleHub,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy Inference & Serving deployment)PaddleHub",760,93745,828,157,40,20,725,92814,128.0193103
PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,"Awesome multilingual OCR toolkits based on PaddlePaddle （practical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices）PaddleOCR",329,55003,1703,65,66,13,200,36838,184.19
pampy,https://github.com/santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.pampy,10,990,104,1,9,1,10,990,99
pandas,https://github.com/pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much morepandas",972,288721,9616,5591,1293,1062,738,240155,325.4132791
paperless,https://github.com/the-paperless-project/paperless,"Scan, index, and archive all of your paper documentspaperless",196,20259,923,83,105,18,96,5577,58.09375
papermill,https://github.com/nteract/papermill,"📚 Parameterize, execute, and analyze notebookspapermill",47,5016,580,60,92,40,38,4859,127.8684211
paramiko,https://github.com/paramiko/paramiko,The leading native Python SSHv2 protocol library.paramiko,90,17455,2302,383,149,29,84,17360,206.6666667
ParlAI,https://github.com/facebookresearch/ParlAI,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.ParlAI,1355,233824,2572,1835,155,146,828,90709,109.5519324
PathPicker,https://github.com/facebook/PathPicker,"PathPicker accepts a wide range of input -- output from git commands, grep results, searches -- pretty much anything. After parsing the input, PathPicker presents you with a nice UI to select which files you're interested in. After that you can open them in your favorite editor or execute arbitrary commands.PathPicker",42,3635,270,100,45,9,26,2770,106.5384615
pdfminer,https://github.com/euske/pdfminer,Python PDF Parser (Not actively maintained). Check out pdfminer.six.pdfminer,45,12930,429,7,26,1,35,12103,345.8
peda,https://github.com/longld/peda,PEDA - Python Exploit Development Assistance for GDBpeda,7,5581,83,1,29,1,7,5581,797.2857143
peewee,https://github.com/coleifer/peewee,"a small, expressive orm -- supports postgresql, mysql and sqlitepeewee",123,36925,3531,612,136,6,84,34633,412.297619
pendulum,https://github.com/sdispater/pendulum,Python datetimes made easypendulum,162,17761,415,68,46,39,150,15671,104.4733333
persepolis,https://github.com/persepolisdm/persepolis,Persepolis Download Manager is a GUI for aria2.persepolis,73,59017,702,60,42,1,57,36146,634.1403509
pgcli,https://github.com/dbcli/pgcli,Postgres CLI with autocompletion and syntax highlightingpgcli,61,9116,1495,166,145,67,55,8371,152.2
Photon,https://github.com/s0md3v/Photon,Incredibly fast crawler designed for OSINT.Photon,17,808,256,26,21,5,17,808,47.52941176
picard,https://github.com/metabrainz/picard,MusicBrainz Picard audio file taggerpicard,206,48185,4058,138,69,14,175,43202,246.8685714
pidcat,https://github.com/JakeWharton/pidcat,Colored logcat script which only shows log entries for a specific application package.pidcat,1,286,102,8,39,5,1,286,286
pifuhd,https://github.com/facebookresearch/pifuhd,pifuhd,34,3557,28,0,8,0,34,3557,104.6176471
Pillow,https://github.com/python-pillow/Pillow,The friendly PIL fork (Python Imaging Library)Pillow,420,74007,6054,214,293,43,275,37083,134.8472727
pip,https://github.com/pypa/pip,The Python package installerpip,446,81375,1946,279,228,104,420,80789,192.3547619
pipenv,https://github.com/pypa/pipenv, Python Development Workflow for Humans.pipenv,778,176520,3177,256,221,41,705,155688,220.8340426
pipreqs,https://github.com/bndr/pipreqs,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this project forward.pipreqs,13,773,227,16,51,12,13,773,59.46153846
pip-tools,https://github.com/jazzband/pip-tools,A set of tools to keep your pinned Python dependencies fresh.pip-tools,57,6671,892,200,131,64,44,6074,138.0454545
pipx,https://github.com/pypa/pipx,Install and Run Python Applications in Isolated Environmentspipx,70,7226,383,274,57,47,62,6916,111.5483871
pitivi,https://github.com/pitivi/pitivi,Read-only mirror of https://gitlab.gnome.org/GNOME/pitivipitivi,150,29111,4591,176,243,35,94,26054,277.1702128
pitivi-pitivi,https://github.com/pitivi/pitivi,pitivi-pitivi,150,29112,4590,176,243,35,94,26055,277.1808511
pix2code,https://github.com/tonybeltramelli/pix2code,pix2code: Generating Code from a Graphical User Interface Screenshotpix2code,20,951,19,0,4,0,20,951,47.55
pix2pixHD,https://github.com/NVIDIA/pix2pixHD,Synthesizing and manipulating 2048x1024 images with conditional GANspix2pixHD,37,1870,31,0,10,0,23,1851,80.47826087
pkuseg-python,https://github.com/lancopku/pkuseg-python,pkuseg-python,16,2436,179,0,7,0,13,1509,116.0769231
PlainTasks,https://github.com/aziz/PlainTasks,PlainTasks,10,2412,290,119,38,11,6,2178,363
plasma,https://github.com/plasma-disassembler/plasma,plasma,169,16715,371,20,18,4,69,12540,181.7391304
platformio-core,https://github.com/platformio/platformio-core,PlatformIO is a professional collaborative platform for embedded development :alien: A place where Developers and Teams have true Freedom! No more vendor lock-in!platformio-core,192,24431,3811,813,39,31,171,23311,136.3216374
playwright-python,https://github.com/microsoft/playwright-python,Python version of the Playwright testing and automation library.playwright-python,217,29753,358,324,19,18,142,28152,198.2535211
poetry,https://github.com/python-poetry/poetry,Python dependency management and packaging made easy.poetry,293,43350,1376,390,193,141,234,31429,134.3119658
pointnet,https://github.com/charlesq34/pointnet,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentationpointnet,22,3731,34,0,4,0,22,3731,169.5909091
PokemonGo-Bot,https://github.com/PokemonGoF/PokemonGo-Bot,"The Pokemon Go Bot, baking with community.PokemonGo-Bot",145,50475,2220,898,350,256,107,16374,153.0280374
Pokemon-Terminal,https://github.com/LazoCoder/Pokemon-Terminal,Pokemon terminal themes.Pokemon-Terminal,38,1481,165,4,19,2,36,1442,40.05555556
poky,https://git.yoctoproject.org/git/poky,Clone of git://git.yoctoproject.org/pokypoky,1177,241958,25927,4196,815,238,549,95709,174.3333333
posthog,https://github.com/PostHog/posthog,posthog,1132,170911,3405,3077,99,85,640,63135,98.6484375
powerline,https://github.com/powerline/powerline,"Powerline is a statusline plugin for vim, and provides statuslines and prompts for several other applications, including zsh, bash, tmux, IPython, Awesome and Qtile.powerline",263,28193,1752,415,129,57,170,23028,135.4588235
powerline-shell,https://github.com/b-ryan/powerline-shell,A beautiful and useful prompt for your shellpowerline-shell,54,2117,244,40,33,5,52,2107,40.51923077
practical-python,https://github.com/dabeaz-course/practical-python,Practical Python Programming (course by @dabeaz)practical-python,60,1807,174,0,24,0,58,1765,30.43103448
prefect,https://github.com/PrefectHQ/prefect,The easiest way to automate your dataprefect,576,94363,7216,294,248,102,530,77601,146.4169811
present,https://github.com/vinayak-mehta/present,A terminal-based presentation tool with colors and effects.present,33,1557,132,14,6,3,12,1087,90.58333333
pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.pretrained-models.pytorch",37,7342,105,2,19,2,35,7283,208.0857143
pritunl,https://github.com/pritunl/pritunl,Enterprise VPN serverpritunl,697,115745,9974,54,27,1,261,38022,145.6781609
PRNet,https://github.com/YadiraF/PRNet,Joint 3D Face Reconstruction and Dense Alignment with Position Map Regression Network (ECCV 2018)PRNet,12,973,41,0,6,0,11,948,86.18181818
professional-programming,https://github.com/charlax/professional-programming,A collection of full-stack resources for programmers.professional-programming,5,92,254,0,22,0,3,50,16.66666667
progressive_growing_of_gans,https://github.com/tkarras/progressive_growing_of_gans,progressive_growing_of_gans,15,2811,34,0,2,0,15,2811,187.4
prophet,https://github.com/facebook/prophet,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear growth.prophet,105,7803,452,127,92,65,25,4691,187.64
proselint,https://github.com/amperser/proselint,A linter for prose.proselint,516,51454,606,91,59,30,226,7317,32.37610619
proxy_pool,https://github.com/jhao104/proxy_pool,Python爬虫代理IP�?proxy pool)proxy_pool,36,1162,203,3,31,1,36,1162,32.27777778
psutil,https://github.com/giampaolo/psutil,Cross-platform lib for process and system monitoring in Pythonpsutil,148,35223,4004,1000,162,117,73,18618,255.0410959
ptf,https://github.com/trustedsec/ptf,The Penetration Testers Framework (PTF) is a way for modular support for up-to-date tools.ptf,311,4197,959,9,127,7,306,3982,13.0130719
ptpython,https://github.com/prompt-toolkit/ptpython,A better Python REPLptpython,31,4100,447,13,48,12,30,4065,135.5
public-apis,https://github.com/public-apis/public-apis,A collective list of free APIspublic-apis,2,194,2045,460,1102,296,2,194,97
pulse,https://github.com/adamian98/pulse,PULSE: Self-Supervised Photo Upsampling via Latent Space Exploration of Generative Modelspulse,9,859,21,0,4,0,9,859,95.44444444
pwndbg,https://github.com/pwndbg/pwndbg,pwndbg,183,25305,898,409,124,101,161,24450,151.863354
pwntools,https://github.com/Gallopsled/pwntools,pwntools,1032,130353,2673,568,170,134,196,46253,235.9846939
py12306,https://github.com/pjialin/py12306,🚂 12306 购票助手，支持集群，多账号，多任务购票以�?Web 页面管理 py12306,47,3529,165,24,22,1,35,3488,99.65714286
pyalgotrade,https://github.com/gbeced/pyalgotrade,Python Algorithmic Trading Librarypyalgotrade,191,24159,902,0,11,0,180,17370,96.5
pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and ApplicationspyAudioAnalysis",43,3807,348,6,22,2,16,3353,209.5625
pyautogui,https://github.com/asweigart/pyautogui,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.pyautogui,8,2613,276,9,49,7,8,2613,326.625
PyBoy,https://github.com/Baekalfen/PyBoy,Game Boy emulator written in PythonPyBoy,94,22518,186,54,16,15,69,13899,201.4347826
PyChecker,https://github.com/akaihola/PyChecker,"PyChecker is a static analysis tool for finding bugs in Python source code. It finds problems that are typically caught by a compiler for less dynamic languages, like C and C++. It is similar to lint. This is my mirror of https://github.com/thomasvs/pycheckerPyChecker",199,10209,1281,80,7,5,190,9825,51.71052632
pydantic,https://github.com/samuelcolvin/pydantic,Data parsing and validation using Python type hintspydantic,237,28517,913,752,219,218,222,27773,125.1036036
pydub,https://github.com/jiaaro/pydub,Manipulate audio with a simple and easy high level interfacepydub,13,3219,552,32,90,18,13,3219,247.6153846
pyecharts,https://github.com/pyecharts/pyecharts,pyecharts,129,25036,668,195,23,17,109,8871,81.3853211
py-faster-rcnn,https://github.com/rbgirshick/py-faster-rcnn,Faster R-CNN (Python implementation) -- see https://github.com/ShaoqingRen/faster_rcnn for the official MATLAB versionpy-faster-rcnn,61,4874,80,1,6,1,41,3920,95.6097561
pygcn,https://github.com/tkipf/pygcn,pygcn,6,204,15,0,6,0,6,204,34
PyGithub,https://github.com/PyGithub/PyGithub,Typed interactions with the GitHub API v3PyGithub,235,26368,1138,542,273,195,226,26211,115.9778761
pygments-main,https://github.com/yujinakayama/pygments-main,A copy of Pygments for lexer developmentpygments-main,409,110087,3480,484,399,38,262,71183,271.6908397
pygorithm,https://github.com/OmkarPathak/pygorithm,A Python module for learning all major algorithmspygorithm,122,7005,318,13,31,10,121,6995,57.80991736
pygta5,https://github.com/Sentdex/pygta5,Explorations of Using Python to play Grand Theft Auto 5.pygta5,47,5137,43,0,5,0,47,5137,109.2978723
pyinstaller,https://github.com/pyinstaller/pyinstaller,Freeze (package) Python programs into stand-alone executablespyinstaller,617,34278,3849,1063,279,123,538,22555,41.92379182
pyinstrument,https://github.com/joerick/pyinstrument,🚴 Call stack profiler for Python. Shows you why your code is slow!pyinstrument,72,36044,446,17,30,3,54,3675,68.05555556
pyjwt,https://github.com/jpadilla/pyjwt,JSON Web Token implementation in Pythonpyjwt,42,3749,423,177,92,62,21,3348,159.4285714
pylint,https://github.com/PyCQA/pylint,It's not just a linter that annoys you!pylint,675,37791,2451,838,239,156,597,36852,61.72864322
pymc3,https://github.com/pymc-devs/pymc,pymc3,178,37642,1443,457,147,97,139,35590,256.0431655
PyMySQL,https://github.com/PyMySQL/PyMySQL,Pure Python MySQL ClientPyMySQL,53,6806,707,172,107,56,41,6263,152.7560976
pyod,https://github.com/yzhao062/pyod,pyod,128,9798,1049,31,26,1,119,9472,79.59663866
PyPDF2,https://github.com/mstamy2/PyPDF2,PyPDF2,17,4016,275,14,79,6,17,4016,236.2352941
pyppeteer,https://github.com/miyakogi/pyppeteer,Headless chrome/chromium automation library (unofficial port of puppeteer)pyppeteer,127,11875,648,4,25,2,54,10628,196.8148148
pyprobml,https://github.com/probml/pyprobml,"Python code for ""Machine learning: a probabilistic perspective"" (2nd edition)pyprobml",548,39616,603,167,37,19,531,39201,73.82485876
pyramid,https://github.com/Pylons/pyramid,Pyramid - A Python web frameworkpyramid,328,43034,5403,176,256,29,314,42700,135.9872611
pyro,https://github.com/pyro-ppl/pyro,Deep universal probabilistic programming with Python and PyTorchpyro,586,83903,1872,1642,114,110,571,83117,145.5639229
pysc2,https://github.com/deepmind/pysc2,StarCraft II Learning Environmentpysc2,103,14967,511,0,34,0,103,14967,145.3106796
