project,Url,Description,Files,Loc,Commit,IssueCommit,Committer,IssueCommiter,PyFiles,PyLoc,AvgLoCPerFile
google-maps-services-python,https://github.com/googlemaps/google-maps-services-python,Python client library for Google Maps API Web Servicesgoogle-maps-services-python,34,2960,293,82,53,26,28,2853,101.8928571
googler,https://github.com/jarun/googler,:mag: Google from the terminalgoogler,2,2313,705,48,29,9,2,2313,1156.5
gpodder,https://github.com/gpodder/gpodder,The gPodder podcast client.gpodder,115,17245,2063,94,128,14,102,16561,162.3627451
gpt-neo,https://github.com/EleutherAI/gpt-neo,An implementation of model parallel GPT-2 and GPT-3-style models using the mesh-tensorflow library.gpt-neo,19,2443,581,8,27,4,19,2443,128.5789474
gradio,https://github.com/gradio-app/gradio,Create UIs for your machine learning model in Python in 3 minutesgradio,107,31195,1554,16,26,5,71,5301,74.66197183
gramps,https://github.com/gramps-project/gramps,Source code for Gramps Genealogical programgramps,1161,203943,11390,655,172,51,1115,191348,171.6125561
graphene,https://github.com/graphql-python/graphene,GraphQL framework for Pythongraphene,132,8008,865,155,138,66,121,7647,63.19834711
graphene-django,https://github.com/graphql-python/graphene-django,graphene-django,128,9215,624,220,178,97,115,8697,75.62608696
great_expectations,https://github.com/great-expectations/great_expectations,great_expectations,954,254213,4255,1102,200,162,741,180365,243.4075574
guake,https://github.com/Guake/guake,Drop-down terminal for GNOMEguake,240,10150,1024,119,192,29,36,7320,203.3333333
gunicorn,https://github.com/benoitc/gunicorn,"gunicorn 'Green Unicorn' is a WSGI HTTP Server for UNIX, fast clients and sleepy applications.gunicorn",163,10766,1819,354,299,88,139,9535,68.5971223
gym,https://github.com/openai/gym,A toolkit for developing and comparing reinforcement learning algorithms.gym,192,15625,821,467,232,209,154,13315,86.46103896
h4cker,https://github.com/The-Art-of-Hacking/h4cker,h4cker,72,23922,2217,1,11,1,19,1015,53.42105263
hackingtool,https://github.com/Z4nzu/hackingtool,ALL IN ONE Hacking Tool For Hackershackingtool,31,1906,141,0,10,0,31,1906,61.48387097
haipproxy,https://github.com/SpiderClub/haipproxy,":sparkling_heart: High available distributed ip proxy pool, powerd by Scrapy and Redishaipproxy",52,2670,108,2,8,2,49,2638,53.83673469
HanLP,https://github.com/hankcs/HanLP,涓枃鍒嗚瘝 璇嶆€ф爣�?鍛藉悕瀹炰綋璇嗗埆 渚濆瓨鍙ユ硶鍒嗘�?鎴愬垎鍙ユ硶鍒嗘�?璇箟渚濆瓨鍒嗘�?璇箟瑙掕壊鏍囨�?鎸囦唬娑堣�?椋庢牸杞崲 璇箟鐩镐技�?鏂拌瘝鍙戠幇 鍏抽敭璇嶇煭璇彁鍙?鑷姩鎽樿 鏂囨湰鍒嗙被鑱氱�?鎷奸煶绠€绻佽浆�?鑷劧璇█澶勭悊HanLP,436,34401,419,0,6,0,418,33134,79.26794258
Hasklig,https://github.com/i-tu/Hasklig,Hasklig,8,957,265,3,44,3,1,140,140
haxor-news,https://github.com/donnemartin/haxor-news,Browse Hacker News like a haxor: A Hacker News command line interface (CLI).haxor-news,52,3107,441,97,11,8,43,3047,70.86046512
healthchecks,https://github.com/healthchecks/healthchecks,A cron monitoring tool written in Python & Djangohealthchecks,694,47087,1660,205,63,5,343,18426,53.72011662
home-assistant,https://github.com/home-assistant/home-assistant,home-assistant,3802,333067,11374,8053,1244,1145,2537,296498,116.8695309
horizon,https://github.com/openstack/horizon,OpenStack Dashboard (Horizon). Mirror of code maintained at opendev.org.horizon,2399,162428,5749,2179,709,455,847,93239,110.081464
horovod,https://github.com/horovod/horovod,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.horovod",361,60058,805,800,117,116,223,35845,160.7399103
httpbin,https://github.com/postmanlabs/httpbin,"HTTP Request & Response Service, written in Python + Flask.httpbin",8,1762,542,46,103,23,8,1762,220.25
httpie,https://github.com/httpie/httpie,httpie,123,8914,755,214,66,34,76,7590,99.86842105
http-prompt,https://github.com/httpie/http-prompt,"An interactive command-line HTTP and API testing client built on top of HTTPie featuring autocomplete, syntax highlighting, and more. https://twitter.com/httpiehttp-prompt",39,4493,288,37,28,14,33,4396,133.2121212
httpx,https://github.com/encode/httpx,httpx,74,10976,811,653,129,124,56,10757,192.0892857
huey,https://github.com/coleifer/huey,a little task queue for pythonhuey,59,7536,656,99,57,7,48,5603,116.7291667
hug,https://github.com/hugapi/hug,"Embrace the APIs of the future. Hug aims to make developing APIs as simple as possible, but no simpler.hug",145,9351,1723,47,115,20,129,8919,69.13953488
hy,https://github.com/hylang/hy,A dialect of Lisp that's embedded in Pythonhy,43,6287,1915,195,147,44,35,5584,159.5428571
hydra,https://github.com/facebookresearch/hydra,Hydra is a framework for elegantly configuring complex applicationshydra,624,31671,1296,429,75,52,272,28338,104.1838235
hyperopt,https://github.com/hyperopt/hyperopt,Distributed Asynchronous Hyperparameter Optimization in Pythonhyperopt,70,11082,791,81,93,58,52,10970,210.9615385
hypothesis,https://github.com/HypothesisWorks/hypothesis,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.hypothesis",427,45151,4004,104,189,44,374,41650,111.3636364
icecream,https://github.com/gruns/icecream,馃崷 Never use print() to debug again.icecream,9,791,185,0,19,0,9,791,87.88888889
igbot,https://github.com/ohld/igbot,igbot,119,12176,1597,22,134,10,111,12043,108.4954955
ignite,https://github.com/pytorch/ignite,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.ignite,294,41716,1026,931,145,145,256,39484,154.234375
imagededup,https://github.com/idealo/imagededup,馃槑 Finding duplicate images made easy!imagededup,41,4895,277,19,11,7,33,3425,103.7878788
imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn, A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learningimbalanced-learn,148,14367,416,236,45,43,120,13023,108.525
imgaug,https://github.com/aleju/imgaug,Image augmentation for machine learning experiments.imgaug,158,93852,2265,104,34,5,147,93387,635.2857143
impacket,https://github.com/SecureAuthCorp/impacket,Impacket is a collection of Python classes for working with network protocols.impacket,273,119813,2615,54,160,21,265,119501,450.9471698
imutils,https://github.com/jrosebr1/imutils,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing, skeletonization, and displaying Matplotlib images easier with OpenCV and Python.imutils",44,1178,100,1,19,1,44,1178,26.77272727
InfoSpider,https://github.com/kangvcar/InfoSpider,InfoSpider,32,5566,169,1,14,1,25,2985,119.4
infrastructure-puppet,https://github.com/apache/infrastructure-puppet,infrastructure-puppet,1264,94126,7161,10,81,7,109,13938,127.8715596
insightface,https://github.com/deepinsight/insightface,insightface,649,109063,702,1,24,1,602,79587,132.2043189
instagram-scraper,https://github.com/arc298/instagram-scraper,Scrapes an instagram user's photos and videosinstagram-scraper,15,1863,261,89,56,29,5,1269,253.8
instaloader,https://github.com/instaloader/instaloader,Download pictures (or videos) along with their captions and other metadata from Instagram.instaloader,34,4458,686,193,34,29,21,3965,188.8095238
InstaPy,https://github.com/timgrossmann/InstaPy,馃摲 Instagram Bot - Tool for automated Instagram interactionsInstaPy,54,13671,2054,183,291,82,38,13259,348.9210526
inter,https://github.com/rsms/inter,The Inter font familyinter,156,345421,776,99,12,10,58,7627,131.5
intermediatePython,https://github.com/yasoob/intermediatePython,intermediatePython,1,49,255,52,94,32,1,49,49
invoke,https://github.com/pyinvoke/invoke,Pythonic task management & command execution.invoke,157,21031,2713,284,47,7,141,20215,143.3687943
ipython,https://github.com/ipython/ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.ipython",358,37728,6672,406,494,101,342,35617,104.1432749
isort,https://github.com/PyCQA/isort,A Python utility / library to sort imports.isort,113,16091,1817,293,174,31,95,15825,166.5789474
jasper-client,https://github.com/jasperproject/jasper-client,Client code for Jasper voice computing platformjasper-client,36,3237,273,15,18,1,36,3237,89.91666667
jax,https://github.com/google/jax,"Composable transformations of Python+NumPy programs: differentiate, vectorize, JIT to GPU/TPU, and morejax",346,102087,5566,1498,326,150,299,96388,322.367893
jd-assistant,https://github.com/tychxn/jd-assistant,浜笢鎶㈣喘鍔╂墜锛氬寘鍚櫥褰曪紝鏌ヨ鍟嗗搧搴撳�?浠锋牸锛屾坊�?娓呯┖璐墿杞︼紝鎶㈣喘鍟嗗�?涓嬪�?锛屾煡璇㈣鍗曠瓑鍔熻兘jd-assistant,11,1339,135,1,4,1,9,1311,145.6666667
jedi-vim,https://github.com/davidhalter/jedi-vim,jedi-vim,3,1004,486,101,81,25,3,1004,334.6666667
jieba,https://github.com/fxsjy/jieba,jieba,66,918626,381,23,50,12,59,194918,3303.694915
jsonschema,https://github.com/Julian/jsonschema,An implementation of the JSON Schema specification for Pythonjsonschema,215,39328,1270,94,88,9,28,6262,223.6428571
jumpgate,https://github.com/softlayer/jumpgate,A simple library to make more clouds compatible with OpenStack.jumpgate,106,7265,200,6,21,3,101,7191,71.1980198
jumpserver,https://github.com/jumpserver/jumpserver,JumpServer 鏄叏鐞冮娆惧紑婧愮殑鍫″瀿鏈猴紝鏄鍚?4A 鐨勪笓涓氳繍缁村畨鍏ㄥ璁＄郴缁熴€俲umpserver,1118,129287,2909,436,83,36,869,41944,48.26697353
jupyter,https://github.com/jupyter/jupyter,"Jupyter metapackage for installation, docs and chatjupyter",11,613,288,10,46,7,3,114,38
kafka-python,https://github.com/dpkp/kafka-python,Python client for Apache Kafkakafka-python,143,21460,1445,412,182,113,136,20943,153.9926471
kaggle-api,https://github.com/Kaggle/kaggle-api,kaggle-api,26,7518,133,3,35,3,24,6287,261.9583333
KaraKara,https://github.com/calaldees/KaraKara,Karaoke Event System - Attendees can view and queue tracks from their mobile phonesKaraKara,138,18100,1174,1,5,1,95,6467,68.07368421
keras,https://github.com/keras-team/keras,Deep Learning for humanskeras,211,44305,3567,1560,754,634,180,41154,228.6333333
Keras-GAN,https://github.com/eriklindernoren/Keras-GAN,Keras implementations of Generative Adversarial Networks.Keras-GAN,29,3004,141,2,17,1,27,2982,110.4444444
keras-retinanet,https://github.com/fizyr/keras-retinanet,Keras implementation of RetinaNet object detection.keras-retinanet,58,4706,778,26,100,16,54,4606,85.2962963
keras-rl,https://github.com/keras-rl/keras-rl,Deep Reinforcement Learning for Keras.keras-rl,46,3930,236,50,39,24,43,3842,89.34883721
kibble,https://github.com/apache/kibble,kibble,173,39604,569,3,4,1,70,8091,115.5857143
kinto,https://github.com/Kinto/kinto,kinto,218,69791,4352,611,123,39,168,24162,143.8214286
kitty,https://github.com/kovidgoyal/kitty,kitty,360,185697,6720,970,162,21,191,43359,227.0104712
kivy,https://github.com/kivy/kivy,"Open source UI framework written in Python, running on Windows, Linux, macOS, Android and iOSkivy",567,105522,8128,870,551,157,454,76057,167.5264317
knowledge-repo,https://github.com/airbnb/knowledge-repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.knowledge-repo,178,16023,385,116,64,40,103,7440,72.23300971
koalas,https://github.com/databricks/koalas,Koalas: pandas API on Apache Sparkkoalas,109,38487,1402,1321,60,58,98,37938,387.122449
kornia,https://github.com/kornia/kornia,Open Source Differentiable Computer Vision Librarykornia,323,43611,1019,475,124,100,287,42701,148.7839721
kube-hunter,https://github.com/aquasecurity/kube-hunter,Hunt for security weaknesses in Kubernetes clusterskube-hunter,76,5642,235,113,59,42,66,5252,79.57575758
labelImg,https://github.com/tzutalin/labelImg,馃枍�?LabelImg is a graphical image annotation tool and label object bounding boxes in imageslabelImg,35,3420,298,30,92,21,26,3231,124.2692308
labelme,https://github.com/wkentaro/labelme,"Image Polygonal Annotation with Python (polygon, rectangle, circle, line, point and image-level flag annotation).labelme",73,10471,747,11,49,7,42,5021,119.547619
label-studio,https://github.com/heartexlabs/label-studio,Label Studio is a multi-type data labeling and annotation tool with standardized output formatlabel-studio,610,187923,745,566,53,45,218,20879,95.77522936
Lasagne,https://github.com/Lasagne/Lasagne,Lightweight library to build and train neural networks in TheanoLasagne,60,11926,741,25,72,11,57,11755,206.2280702
LaZagne,https://github.com/AlessandroZ/LaZagne,LaZagne,175,20239,500,28,38,6,174,20277,116.5344828
lbry-sdk,https://github.com/lbryio/lbry-sdk,lbry-sdk,282,70647,2374,51,82,22,266,65208,245.1428571
legit,https://github.com/frostming/legit,"Git for Humans, Inspired by GitHub for Mac�?legit",10,880,383,24,55,11,10,880,88
lektor,https://github.com/lektor/lektor,The lektor static file content management systemlektor,171,31630,728,89,88,33,79,12875,162.9746835
libcloud,https://github.com/apache/libcloud,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to manage different cloud resources through a unified and easy to use APIlibcloud,2473,321526,4838,972,350,249,608,125215,205.9457237
librosa,https://github.com/librosa/librosa,Python library for audio and music analysislibrosa,82,16393,2154,289,82,33,71,15674,220.7605634
lightfm,https://github.com/lyst/lightfm,"A Python implementation of LightFM, a hybrid recommendation algorithm.lightfm",31,38387,241,5,43,5,22,3442,156.4545455
Lihang,https://github.com/SmirkCao/Lihang,Lihang,37,3079,402,9,3,3,35,2940,84
linkchecker,https://github.com/linkchecker/linkchecker,check links in web documents or full websiteslinkchecker,336,33786,3809,3,3,1,281,28566,101.658363
linux-insides,https://github.com/0xAX/linux-insides,A little bit about a linux kernellinux-insides,2,78,799,9,224,9,1,58,58
livestreamer,https://github.com/chrippa/livestreamer,"Command-line utility that extracts streams from various services and pipes them into a video player of choice. No longer maintained, use streamlink or youtube-dl instead.livestreamer",172,19781,1060,120,84,10,157,14750,93.94904459
localstack,https://github.com/localstack/localstack,馃捇  A fully functional local AWS cloud stack. Develop and test your cloud & Serverless apps offline!localstack,352,55809,2177,1470,370,333,260,50622,194.7
locust,https://github.com/locustio/locust,Scalable user load testing tool written in Pythonlocust,125,17833,2299,175,200,44,89,15391,172.9325843
loguru,https://github.com/Delgan/loguru,Python logging made (stupidly) simpleloguru,150,10827,535,113,30,26,141,10588,75.09219858
luigi,https://github.com/spotify/luigi,luigi,291,42816,2303,644,473,272,247,36700,148.582996
lutris,https://github.com/lutris/lutris,lutris,245,28948,5219,593,230,40,218,25944,119.0091743
MachineLearning_Python,https://github.com/lawlite19/MachineLearning_Python,鏈哄櫒瀛︿範绠楁硶python瀹炵幇MachineLearning_Python,14,965,108,0,4,0,13,955,73.46153846
mackup,https://github.com/lra/mackup,Keep your application settings in sync (OS X/Linux)mackup,20,1178,1366,377,368,192,12,1074,89.5
macOS-Security-and-Privacy-Guide,https://github.com/drduh/macOS-Security-and-Privacy-Guide,Guide to securing and improving privacy on macOSmacOS-Security-and-Privacy-Guide,3,71,395,88,85,6,1,69,69
magenta,https://github.com/magenta/magenta,Magenta: Music and Art Generation with Machine Intelligencemagenta,318,44882,936,592,134,86,307,44402,144.6319218
magic-wormhole,https://github.com/magic-wormhole/magic-wormhole,"get things from one computer to another, safelymagic-wormhole",97,18041,808,65,50,9,86,16900,196.5116279
mailinabox,https://github.com/mail-in-a-box/mailinabox,"Mail-in-a-Box helps individuals take back control of their email by defining a one-click, easy-to-deploy SMTP+everything else server: a mail server in a box.mailinabox",78,12193,1427,425,190,115,23,4635,201.5217391
Mailpile,https://github.com/mailpile/Mailpile,"A free & open modern, fast email client with user-friendly encryption and privacy featuresMailpile",509,89227,3318,401,155,34,178,44681,251.0168539
maltrail,https://github.com/stamparm/maltrail,maltrail,101,33634,45346,340,31,4,90,5463,60.7
manim,https://github.com/3b1b/manim,manim,97,15721,1400,45,123,31,92,15816,171.9130435
Mask_RCNN,https://github.com/matterport/Mask_RCNN,Mask R-CNN for object detection and instance segmentation on Keras and TensorFlowMask_RCNN,11,3274,112,11,34,8,11,3274,297.6363636
maskrcnn-benchmark,https://github.com/facebookresearch/maskrcnn-benchmark,"Fast, modular reference implementation of Instance Segmentation and Object Detection algorithms in PyTorch.maskrcnn-benchmark",220,16700,203,172,87,74,135,11046,81.82222222
material-theme,https://github.com/equinusocio/material-theme,"Material Theme, the most epic theme for Sublime Text 3 by Mattia Astorinomaterial-theme",92,17345,840,133,68,8,9,618,68.66666667
matplotlib,https://github.com/matplotlib/matplotlib,matplotlib: plotting with Pythonmatplotlib,1167,199185,15850,2098,732,191,855,121009,141.5309942
maya,https://github.com/timofurrer/maya,Datetimes for Humans鈩aya,8,1462,165,16,39,8,8,1462,182.75
MechanicalSoup,https://github.com/MechanicalSoup/MechanicalSoup,A Python library for automating interaction with websites.MechanicalSoup,26,2361,428,78,50,19,20,1956,97.8
meshroom,https://github.com/alicevision/meshroom,meshroom,223,29756,1843,11,45,10,105,15874,151.1809524
mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,mesh-transformer-jax,37,3734,128,36,21,20,26,3546,136.3846154
metaflow,https://github.com/Netflix/metaflow,:rocket: Build and manage real-life data science projects with ease!metaflow,185,19996,302,235,44,37,176,20715,117.6988636
microk8s,https://github.com/ubuntu/microk8s,"MicroK8s is a small, fast, single-package Kubernetes for developers, IoT and edge.microk8s",290,81635,663,583,114,110,45,6623,147.1777778
mimesis,https://github.com/lk-geimfari/mimesis,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a variety of languages.mimesis",316,396546,760,310,78,73,96,32933,343.0520833
mindsdb,https://github.com/mindsdb/mindsdb,Predictive AI layer for existing databases.mindsdb,187,16045,2081,129,52,16,179,15055,84.10614525
mininet,https://github.com/mininet/mininet,mininet,105,13887,1684,143,76,14,92,11437,124.3152174
MITMf,https://github.com/byt3bl33d3r/MITMf,Framework for Man-In-The-Middle attacksMITMf,80,11917,260,17,21,2,72,8249,114.5694444
mitmproxy,https://github.com/mitmproxy/mitmproxy,An interactive TLS-capable intercepting HTTP proxy for penetration testers and software developers.mitmproxy,661,83736,2635,257,123,43,449,42369,94.36302895
mkdocs,https://github.com/mkdocs/mkdocs,Project documentation with Markdown.mkdocs,123,20506,903,356,175,90,49,9225,188.2653061
mlflow,https://github.com/mlflow/mlflow,Open source platform for the machine learning lifecyclemlflow,990,237092,1907,1879,301,299,476,80269,168.6323529
ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.ML-From-Scratch,81,4160,203,3,10,1,81,4160,51.35802469
mlxtend,https://github.com/rasbt/mlxtend,A library of extension and helper modules for Python's data analysis and machine learning libraries.mlxtend,238,23706,855,202,82,50,212,16197,76.4009434
mmdetection,https://github.com/open-mmlab/mmdetection,OpenMMLab Detection Toolbox and Benchmarkmmdetection,1106,83189,1278,1055,232,217,1024,74261,72.52050781
MMdnn,https://github.com/microsoft/MMdnn,"MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion and visualization. Convert models between Caffe, Keras, MXNet, Tensorflow, CNTK, PyTorch Onnx and CoreML.MMdnn",182,31116,671,106,86,45,159,28487,179.163522
mmf,https://github.com/facebookresearch/mmf,mmf,635,48965,597,499,77,63,318,38138,119.9308176
Mobile-Security-Framework-MobSF,https://github.com/MobSF/Mobile-Security-Framework-MobSF,Mobile-Security-Framework-MobSF,213,65360,612,186,38,27,84,13452,160.1428571
mongoengine,https://github.com/MongoEngine/mongoengine,A Python Object-Document-Mapper for working with MongoDBmongoengine,91,25956,2126,657,336,94,83,25747,310.2048193
mongo-python-driver,https://github.com/mongodb/mongo-python-driver,PyMongo - the Python driver for MongoDBmongo-python-driver,1142,224279,3784,306,164,54,172,43371,252.1569767
monkey,https://github.com/guardicore/monkey,Infection Monkey - An automated pentest toolmonkey,1002,75025,3447,50,39,9,683,30664,44.89604685
MonkeyType,https://github.com/Instagram/MonkeyType,A system for Python that generates static type annotations by collecting runtime typesMonkeyType,34,5407,265,59,39,28,31,5214,168.1935484
monoid,https://github.com/larsenwork/monoid,"Customisable coding font with alternates, ligatures and contextual positioning. Crazy crisp at 12px/9pt. http://larsenwork.com/monoid/monoid",10,244,316,11,16,2,2,140,70
mopidy,https://github.com/mopidy/mopidy,Mopidy is an extensible music server written in Pythonmopidy,134,15884,3213,317,89,28,124,15577,125.6209677
moto,https://github.com/spulec/moto,A library that allows you to easily mock out tests based on AWS infrastructure.moto,969,241190,4582,1316,815,390,880,223026,253.4386364
moviepy,https://github.com/Zulko/moviepy,Video editing with Pythonmoviepy,124,11115,773,299,148,76,115,10494,91.25217391
mps-youtube,https://github.com/mps-youtube/mps-youtube,mps-youtube,46,5430,1320,63,101,16,46,5430,118.0434783
multi-v2ray,https://github.com/Jrohy/multi-v2ray,multi-v2ray,52,4318,379,9,1,1,26,2946,113.3076923
musicbox,https://github.com/darknessomi/musicbox,缃戞槗浜戦煶涔愬懡浠よ鐗堟湰musicbox,19,3605,397,58,64,23,19,3605,189.7368421
mvt,https://github.com/mvt-project/mvt,MVT (Mobile Verification Toolkit) helps conducting forensics of mobile devices in order to find signs of a potential compromise.mvt,78,4339,235,16,32,6,76,4394,57.81578947
mwlib,https://github.com/pediapress/mwlib,mediawiki parser librarymwlib,168,79041,2714,77,32,9,150,17758,118.3866667
mycli,https://github.com/dbcli/mycli,A Terminal Client for MySQL with AutoCompletion and Syntax Highlighting.mycli,58,6450,1071,43,91,23,57,6397,112.2280702
mycroft-core,https://github.com/MycroftAI/mycroft-core,"Mycroft Core, the Mycroft Artificial Intelligence platform. mycroft-core",255,25869,2622,353,173,72,209,22295,106.6746411
mypaint,https://github.com/mypaint/mypaint,MyPaint is a simple drawing and painting program that works well with Wacom-style graphics tablets.mypaint,201,49585,3583,342,186,22,136,40926,300.9264706
mypy,https://github.com/python/mypy,Optional static typing for Pythonmypy,426,104971,5529,3728,471,436,358,79899,223.1815642
nameko,https://github.com/nameko/nameko,Python framework for building microservicesnameko,117,13722,1740,62,53,25,113,13677,121.0353982
nanodet,https://github.com/RangiLyu/nanodet,鈿uper fast and lightweight anchor-free object detection model. 馃敟Only 980 KB(int8) / 1.8MB (fp16) and run 97FPS on cellphone馃敟nanodet,173,15372,248,19,17,3,107,9677,90.43925234
neon,https://github.com/NervanaSystems/neon,Intel�?Nervana�?reference deep learning framework committed to best performance on all hardwareneon,352,79852,791,148,96,42,246,37898,154.0569106
netbox,https://github.com/netbox-community/netbox,netbox,666,78606,5637,2321,161,82,371,60101,161.9973046
networkx,https://github.com/networkx/networkx,networkx,624,79216,3458,1026,308,154,539,59466,110.3265306
neural-doodle,https://github.com/alexjc/neural-doodle,neural-doodle,1,410,111,17,4,2,1,410,410
newspaper,https://github.com/codelucas/newspaper,"News, full-text, and article metadata extraction in Python 3. Advanced docs:newspaper",191,163379,493,68,100,44,26,3827,147.1923077
nginx-book,https://github.com/taobao/nginx-book,Nginx寮€鍙戜粠鍏ラ棬鍒扮簿閫歯ginx-book,21,1332,155,0,33,0,14,558,39.85714286
nginx-proxy,https://github.com/nginx-proxy/nginx-proxy,Automated nginx proxy for Docker containers using docker-gennginx-proxy,96,2334,407,35,118,13,43,1074,24.97674419
NLP-progress,https://github.com/sebastianruder/NLP-progress,"Repository to track the progress in Natural Language Processing (NLP), including the datasets and the current state-of-the-art for the most common NLP tasks.NLP-progress",4,324,462,291,245,196,1,269,269
nlp-recipes,https://github.com/microsoft/nlp-recipes,Natural Language Processing Best Practices & Examplesnlp-recipes,161,19162,1106,17,45,6,139,17418,125.3093525
nltk,https://github.com/nltk/nltk,NLTK Sourcenltk,364,75840,5508,264,292,52,340,75809,222.9676471
nni,https://github.com/microsoft/nni,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural architecture search, model compression and hyper-parameter tuning.nni",1228,114320,1016,942,111,99,745,77304,103.7637584
node-gyp,https://github.com/nodejs/node-gyp,Node.js native addon build toolnode-gyp,97,26247,906,111,176,39,49,21745,443.7755102
nose,https://github.com/nose-devs/nose,nose is nicer testing for pythonnose,281,16684,800,76,93,24,271,16409,60.5498155
nova,https://github.com/openstack/nova,OpenStack Compute (Nova). Mirror of code maintained at opendev.org.nova,3019,412723,18926,4367,1359,755,1374,375200,273.0713246
ntfy,https://github.com/dschep/ntfy,"馃枼锔忦煋别�?A utility for sending notifications, on demand and when commands finish.ntfy",47,2791,421,57,44,14,41,2154,52.53658537
numba,https://github.com/numba/numba,numba,736,188044,10086,720,241,46,651,169286,260.0399386
numpy,https://github.com/numpy/numpy,numpy,1019,333086,15596,2015,1206,537,516,141542,274.3062016
numpy-ml,https://github.com/ddbourgin/numpy-ml,"Machine learning, in numpynumpy-ml",96,16249,131,13,12,8,92,16171,175.7717391
objection,https://github.com/sensepost/objection,馃摫 objection - runtime mobile explorationobjection,178,16343,663,98,48,38,108,6665,61.71296296
OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searchedOCRmyPDF",94,11117,1683,140,44,37,88,10764,122.3181818
OctoPrint,https://github.com/OctoPrint/OctoPrint,OctoPrint is the snappy web interface for your 3D printer!OctoPrint,476,153473,5090,989,205,32,222,60057,270.527027
ODM,https://github.com/OpenDroneMap/ODM,"A command line toolkit to generate maps, point clouds, 3D models and DEMs from drone, balloon or kite images. 馃摲ODM",124,12184,1293,30,68,15,88,10680,121.3636364
offlineimap,https://github.com/OfflineIMAP/offlineimap,offlineimap,67,10224,1494,63,136,17,59,9555,161.9491525
OneForAll,https://github.com/shmilylty/OneForAll,OneForAll,106,8421,529,15,17,1,97,6375,65.72164948
onionshare,https://github.com/micahflee/onionshare,onionshare,149,26951,598,14,32,7,60,11710,195.1666667
openage,https://github.com/SFTtech/openage,Free (as in freedom) open source clone of the Age of Empires II engine :rocket:openage,1113,95431,1734,57,166,28,271,41556,153.3431734
OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,Open Source Neural Machine Translation in PyTorchOpenNMT-py,137,16038,1154,357,132,66,111,14124,127.2432432
openstack,https://github.com/openstack/openstack,openstack,1,39,180184,39291,2936,1371,1,39,39
oppia,https://github.com/oppia/oppia,"A free, online learning platform to make quality education accessible for all.oppia",4033,729843,5948,3918,390,345,665,221565,333.1804511
optuna,https://github.com/optuna/optuna,A hyperparameter optimization frameworkoptuna,285,35987,4803,41,148,19,262,35576,135.7862595
osmnx,https://github.com/gboeing/osmnx,"OSMnx: Python for street networks. Retrieve, model, analyze, and visualize street networks and other spatial data from OpenStreetMap.osmnx",45,5074,1541,20,51,5,28,3910,139.6428571
P4wnP1,https://github.com/RoganDawes/P4wnP1,"P4wnP1 is a highly customizable USB attack platform, based on a low cost Raspberry Pi Zero or Raspberry Pi Zero W.P4wnP1",47,4814,184,17,13,9,19,2890,152.1052632
package_control,https://github.com/wbond/package_control,The Sublime Text package managerpackage_control,212,40138,947,18,37,9,202,39448,195.2871287
Paddle,https://github.com/PaddlePaddle/Paddle,Paddle,5972,909084,15134,9072,554,442,2461,410988,167.0004063
PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,PaddleDetection,894,103749,776,773,54,53,377,68569,181.8806366
PaddleHub,https://github.com/PaddlePaddle/PaddleHub,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy Inference & Serving deployment)PaddleHub",760,93745,828,157,40,20,725,92814,128.0193103
PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,"Awesome multilingual OCR toolkits based on PaddlePaddle 锛坧ractical ultra lightweight OCR system, support 80+ languages recognition, provide data annotation and synthesis tools, support training and deployment among server, mobile, embedded and IoT devices锛塒addleOCR",329,55003,1703,65,66,13,200,36838,184.19
pampy,https://github.com/santinic/pampy,Pampy: The Pattern Matching for Python you always dreamed of.pampy,10,990,104,1,9,1,10,990,99
pandas,https://github.com/pandas-dev/pandas,"Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much morepandas",972,288721,9616,5591,1293,1062,738,240155,325.4132791
paperless,https://github.com/the-paperless-project/paperless,"Scan, index, and archive all of your paper documentspaperless",196,20259,923,83,105,18,96,5577,58.09375
