project,und_avg_infectfile_authornum,und_avg_infectfile_issuenum,und_avg_infectfile_changecmt,und_avg_infectfile_changeloc,und_avg_infectfile_bugcmt,und_avg_infectfile_bugloc,und_avg_unfectfile_authornum,und_avg_unfectfile_issuenum,und_avg_unfectfile_changecmt,und_avg_unfectfile_changeloc,und_avg_unfectfile_bugcmt,und_avg_unfectfile_bugloc,p_avg_infectfile_authornum,p_avg_infectfile_issuenum,p_avg_infectfile_changecmt,p_avg_infectfile_changeloc,p_avg_infectfile_bugcmt,p_avg_infectfile_bugloc,p_avg_unfectfile_authornum,p_avg_unfectfile_issuenum,p_avg_unfectfile_changecmt,p_avg_unfectfile_changeloc,p_avg_unfectfile_bugcmt,p_avg_unfectfile_bugloc
sonnet,4.019417476,0.45631068,7.922330097,296.5631068,0.45631068,101.8543689,1.162162162,0,2.162162162,75.27027027,0,0,3.853211009,0.431192661,7.596330275,290.7798165,0.431192661,96.24770642,1.193548387,0,2.193548387,52.77419355,0,0
spaCy,3.525846702,12.68983957,14.73083779,2807.736185,13.21390374,65400.39216,1.133757962,0.847133758,1.439490446,82.60509554,0.878980892,120.7070064,3.507936508,12.56790123,14.61022928,2779.45679,13.08818342,64708.59612,1.105960265,0.834437086,1.364238411,80.50993377,0.860927152,124.4834437
sphinx,7.987138264,11.45980707,54.96463023,917.733119,12.90996785,224.5594855,0.256302521,0.155462185,0.445378151,5.865546218,0.163865546,2.789915966,7.428571429,10.64583333,50.96428571,851.0119048,11.99404762,208.9375,0.230046948,0.112676056,0.356807512,4.089201878,0.112676056,1.403755869
spiderfoot,5.436868687,4.088383838,25.97222222,504.8636364,4.093434343,86.73484848,2.11827957,2.720430108,3.52688172,159.6129032,2.720430108,112.1075269,5.344660194,4.123786408,25.23786408,496.7378641,4.128640777,89.18446602,1.922077922,2.246753247,2.792207792,131.3506494,2.246753247,104.2727273
splash,3.814285714,0.657142857,33.78571429,833.7428571,1.171428571,19.47142857,0.888888889,0.037037037,2.259259259,56.74074074,0.037037037,1.407407407,3.551282051,0.58974359,30.65384615,754.025641,1.051282051,17.47435897,0.736842105,0.052631579,1.842105263,56.84210526,0.052631579,2
spleeter,4.105263158,0,12.47368421,514.1052632,0,0,2.4,0,3.7,216.6,0,0,4.095238095,0,11.9047619,514.952381,0,0,2,0,3,140,0,0
spotipy,10.71428571,8.714285714,16.78571429,462.5357143,9.821428571,391.3928571,3.081081081,1.243243243,3.378378378,43.05405405,1.324324324,19.78378378,8.692307692,6.717948718,13.23076923,348.2051282,7.564102564,287.9230769,2.884615385,1.076923077,3.038461538,37.07692308,1.115384615,17.76923077
spyder,5.562857143,0.257142857,32.4,790.5371429,0.297142857,3.785714286,1.148837209,0.006976744,2.395348837,78,0.006976744,0.109302326,4.556910569,0.18902439,24.37804878,607.9369919,0.217479675,2.788617886,0.690972222,0,1.305555556,38.62152778,0,0
sqlalchemy,6.624505929,20.65810277,55.84189723,2487.719368,22.07905138,1063.219368,0.765957447,0.723404255,0.787234043,26.5212766,0.744680851,25.20212766,6.148282098,18.98191682,51.18444846,2279.553345,20.28571429,976.2206148,0.510638298,0.510638298,0.531914894,14.59574468,0.510638298,10.80851064
sqlmap,2.115555556,10.52666667,51.56444444,533.3266667,11.94888889,147.08,0.5,0.583333333,1.166666667,266.0833333,0.583333333,106.75,2.11308204,10.50776053,51.45676275,533.1906874,11.92682927,147.3170732,0.454545455,0.454545455,1,247.3636364,0.454545455,93.36363636
statsmodels,4.080147965,2.001233046,20.20468557,719.8877928,2.104808878,54.57953144,1.281524927,0.146627566,2.539589443,219.7184751,0.152492669,6.014662757,3.990566038,1.930424528,19.55070755,710.3360849,2.029481132,53.55660377,1.190789474,0.118421053,2.213815789,185.4868421,0.125,2.957236842
stock,2.6,0,18,452.8,0,0,1.208333333,0,5.958333333,165.125,0,0,2.625,0,17.25,422.75,0,0,1,0,4.523809524,135.4761905,0,0
Stream-Framework,1.876712329,0,3.698630137,36.21917808,0,0,0.516129032,0,2.193548387,29.58064516,0,0,1.853333333,0,3.666666667,38.78666667,0,0,0.482758621,0,2.172413793,22.48275862,0,0
streamlink,4.471365639,3.585903084,13.20704846,285.4845815,3.718061674,128.6035242,1.913793103,0.75,2.806034483,69.40517241,0.75862069,25.59051724,4.039007092,3.085106383,11.46808511,245.1347518,3.19858156,108.1312057,1.807909605,0.666666667,2.344632768,66.5480226,0.666666667,26.19774011
streamlit,4.641509434,26.3081761,11.28301887,257.9339623,27.18867925,1047.289308,0.810126582,6.873417722,1.012658228,63.6835443,6.873417722,378.2911392,4.630094044,26.23197492,11.2507837,257.2319749,27.10971787,1044.219436,0.807692308,6.935897436,1.012820513,64.06410256,6.935897436,382.2692308
superset,4.781925344,14.58153242,13.45579568,325.6699411,14.91748527,441.9489194,0.639871383,0.794212219,0.794212219,46.44051447,0.794212219,46.44051447,4.55412844,13.7266055,12.67522936,307.9908257,14.04036697,416.5889908,0.549090909,0.683636364,0.683636364,44.92363636,0.683636364,44.92363636
supervisor,5.483870968,4.387096774,21.98387097,455.4516129,4.967741935,89.79032258,0.375,0.125,0.625,400.5,0.375,3.125,5.276923077,4.2,21.04615385,483.7230769,4.784615385,86.03076923,0,0,0,0,0,0
Surprise,1.85106383,0.893617021,8.872340426,188.5531915,0.957446809,26,1.2,0.4,3,63.13333333,0.4,12.4,1.843137255,0.901960784,8.490196078,179.6078431,0.960784314,26.78431373,1,0.181818182,2.636363636,59,0.181818182,3.818181818
synapse,7.314868805,16.64285714,33.32361516,808.1443149,17.10787172,477.2419825,0.775280899,1.224719101,1.02247191,62.56179775,1.258426966,74.01123596,7.170212766,16.28794326,32.50070922,789.7347518,16.74468085,468.4014184,0.457142857,0.614285714,0.542857143,45.6,0.614285714,53.6
sync-engine,5.013289037,0.990033223,18.38538206,467.5946844,1.096345515,41.08637874,0.593373494,0.295180723,0.689759036,57.96987952,0.295180723,43.37349398,4.872204473,0.980830671,17.73482428,459.5463259,1.083067093,47.93610224,0.565625,0.278125,0.6625,50.48125,0.278125,36.759375
taiga-back,4.210682493,1.045994065,16.21216617,299.7373887,1.240356083,45.55192878,0.247826087,0.017391304,0.286956522,7.72173913,0.017391304,0.92173913,4.208888889,1.044444444,16.19259259,299.3792593,1.238518519,45.48444444,0.23580786,0.017467249,0.27510917,7.502183406,0.017467249,0.925764192
Tautulli,1.882175227,0.296072508,16.95770393,808.7915408,0.302114804,4.290030211,0.941262849,0.001468429,1.027900147,235.4361233,0.001468429,0.666666667,1.576427256,0.182320442,10.80110497,652.038674,0.186003683,3.451197053,0.869936034,0,0.955223881,157.750533,0,0
Telethon,3.625,5.375,30.11363636,681.25,5.613636364,94.21590909,1.410714286,1,5,142.0178571,1.071428571,30.32142857,3.217391304,4.452173913,24.86086957,576.3043478,4.634782609,82.1826087,0.965517241,0.586206897,2.448275862,56.13793103,0.724137931,18.55172414
tensor2tensor,7.723830735,1.951002227,21.01113586,603.518931,2.855233853,84.69042316,2,0.666666667,2.666666667,330,1.333333333,180,7.711111111,1.946666667,20.96888889,603.1688889,2.848888889,84.50222222,2,1,3,272,2,270
tensorboardX,7,17.45454545,21,428.7272727,18.36363636,390.3636364,1.24137931,2.425287356,2.471264368,192.5402299,2.482758621,183.6091954,5.6,14.25,16.6,433.85,14.95,438.65,0.935897436,1.512820513,1.461538462,163.974359,1.525641026,147.3717949
TensorFlowOnSpark,2.888888889,0.333333333,20.66666667,835.8888889,0.333333333,6.555555556,0.828571429,0.085714286,2.8,70.91428571,0.085714286,0.8,2.888888889,0.333333333,20.66666667,835.8888889,0.333333333,6.555555556,0.828571429,0.085714286,2.8,70.91428571,0.085714286,0.8
tensorlayer,6.325,5.175,20.265,643.735,5.385,186.765,0.966101695,0.644067797,1.508474576,58.72881356,0.644067797,10.55932203,6.31840796,5.154228856,20.23383085,644.1940299,5.36318408,186.6318408,0.896551724,0.637931034,1.293103448,47.05172414,0.637931034,7.982758621
tensorpack,1.953051643,5.624413146,33.28169014,476.2253521,6.694835681,105.7605634,1.166666667,0.6,2.166666667,55.43333333,0.6,16.13333333,1.935779817,5.513761468,32.59174312,467.9174312,6.559633028,104.5183486,1.16,0.56,1.96,43.72,0.56,9.04
tensortrade,1.702380952,0.178571429,4,120.0714286,0.178571429,8.30952381,0.740384615,0.096153846,1,27,0.096153846,3.009615385,1.64893617,0.170212766,3.79787234,117.3191489,0.170212766,8.244680851,0.691489362,0.095744681,0.882978723,19.85106383,0.095744681,2.510638298
textual,1.114754098,0,14.7704918,328.0327869,0,0,0.8,0,1.266666667,72.46666667,0,0,1.111111111,0,14.38095238,320.6349206,0,0,0.769230769,0,1.076923077,69,0,0
text_classification,NA,NA,NA,NA,NA,NA,0.684210526,0,1.336842105,162.0105263,0,0,1.25,0,1.25,183.5,0,0,0.659340659,0,1.340659341,161.0659341,0,0
tflearn,4.698412698,4.349206349,11.34920635,396.8095238,4.444444444,97.58730159,1.591836735,0.897959184,2.12244898,61.40816327,0.897959184,22.18367347,4.646153846,4.276923077,11.15384615,391.8153846,4.369230769,94.8,1.531914894,0.85106383,2,54.04255319,0.85106383,22.82978723
Theano,12.32326284,1.114803625,68.61329305,1764.619335,1.356495468,33.58308157,1.306122449,0.020408163,3.755102041,160.4489796,0.020408163,2.020408163,11.89017341,1.066473988,66.01734104,1699.713873,1.297687861,32.12716763,0.852941176,0.029411765,1.558823529,113.2352941,0.029411765,2.911764706
thefuck,4.240837696,4.518324607,10.5078534,125.104712,5.287958115,60.16753927,1.554545455,1.281818182,2.222727273,42.18181818,1.427272727,25.64545455,4.234375,4.505208333,10.46875,124.6822917,5.270833333,59.984375,1.547945205,1.278538813,2.219178082,42.17351598,1.424657534,25.64840183
theHarvester,5.133333333,0.444444444,24.11111111,624.6,0.444444444,13.04444444,0.92,0.04,3.52,62.44,0.04,1.08,5.133333333,0.444444444,24.11111111,624.6,0.444444444,13.04444444,0.92,0.04,3.52,62.44,0.04,1.08
thumbor,5.839506173,1.938271605,17.77777778,343.5802469,1.99382716,29.95679012,0.8,0.114285714,1.028571429,24.65714286,0.114285714,3.371428571,5.82208589,1.932515337,17.6993865,342.6257669,1.987730061,30.27607362,0.735294118,0.088235294,0.911764706,19.85294118,0.088235294,1.058823529
tianshou,4.696721311,13.86065574,12.49180328,357.8606557,15.09836066,502.3688525,0.625,0.791666667,0.708333333,54.33333333,0.833333333,54.45833333,4.661290323,13.67741935,12.33064516,356.2580645,14.89516129,498.4354839,0.454545455,0.636363636,0.545454545,35.77272727,0.681818182,35.90909091
tinygrad,4.966666667,6.666666667,18.06666667,340.7,6.9,153.1666667,0.444444444,0.222222222,1.166666667,45.88888889,0.222222222,24.77777778,4.636363636,6.151515152,16.57575758,319.4848485,6.363636364,148.2121212,0.266666667,0.066666667,1.066666667,33.6,0.066666667,10
toolz,6.1,4.6,36.6,685.3,5.4,164.1,2.317073171,0.658536585,8.341463415,171.7560976,0.707317073,14.26829268,6.333333333,4.777777778,38.55555556,721.8888889,5.666666667,179.1111111,2.357142857,0.714285714,8.595238095,176.1428571,0.761904762,14.61904762
tornado,12.37362637,10.8021978,66.85714286,1475.527473,11.43956044,216.7802198,0.875,0.0625,1.1875,28.5625,0.0625,0.125,12.37362637,10.8021978,66.85714286,1475.527473,11.43956044,216.7802198,0.875,0.0625,1.1875,28.5625,0.0625,0.125
tpot,9.75,6.05,75.75,1853.75,6.95,155.15,2.419354839,0.516129032,4.903225806,130.483871,0.516129032,2.064516129,7.4,4.2,52.23333333,1277.866667,4.8,104.1666667,2.285714286,0.523809524,4.761904762,132.5714286,0.523809524,2
tqdm,3.87755102,5.979591837,23.26530612,437.8367347,6.367346939,112.877551,1.444444444,0.388888889,3.111111111,64.77777778,0.388888889,10.16666667,3.87755102,5.979591837,23.26530612,437.8367347,6.367346939,112.877551,1.444444444,0.388888889,3.111111111,64.77777778,0.388888889,10.16666667
tribler,2.371428571,0.271428571,8.346428571,236.4214286,0.271428571,9.307142857,0.344827586,0.022988506,0.563218391,16.47701149,0.022988506,0.396551724,2.213592233,0.25566343,7.702265372,218.3333333,0.25566343,8.582524272,0.275862069,0.006896552,0.379310345,11.03448276,0.006896552,0.15862069
troposphere,5.91221374,4.125954198,12.17938931,413.778626,4.335877863,92.84351145,1.48,0.76,1.96,79.88,0.76,24.2,5.901140684,4.117870722,12.14828897,412.5893536,4.326996198,92.85931559,1.448979592,0.734693878,1.918367347,79.44897959,0.734693878,22.71428571
tushare,3.555555556,0.444444444,18.22222222,673.2962963,0.444444444,4.888888889,0.9,0.025,1.775,106.125,0.025,0.05,3.379310345,0.413793103,17.06896552,636,0.413793103,4.551724138,0.894736842,0.026315789,1.789473684,104.7368421,0.026315789,0.052631579
tvm,6.257276995,12.35962441,11.56338028,486.5258216,12.48920188,554.6469484,1.394129979,2.064989518,1.947589099,156.4968553,2.098532495,169.1572327,5.805391744,11.39848357,10.66891323,467.0926706,11.51811289,530.9755687,1.233802817,1.74084507,1.633802817,108.056338,1.774647887,115.828169
Ultra-Light-Fast-Generic-Face-Detector-1MB,1,0,1.142857143,237.5714286,0,0,0.695652174,0,1.130434783,80.33333333,0,0,1,0,1.142857143,237.5714286,0,0,0.695652174,0,1.130434783,80.33333333,0,0
umap,6.875,4.8125,46.1875,1949.6875,6.875,257.8125,1.32,0.36,4.32,176.76,0.44,5.16,6.875,4.8125,46.1875,1949.6875,6.875,257.8125,1.32,0.36,4.32,176.76,0.44,5.16
universe,2.388888889,0.666666667,5.166666667,339.0555556,0.666666667,8.055555556,1.422680412,0.453608247,1.762886598,111.8247423,0.494845361,7.670103093,2.057142857,0.457142857,3.428571429,301.8,0.571428571,7.285714286,1.3625,0.5,1.8,79.8375,0.5,7.925
urh,2.051948052,4.993506494,16.12662338,22376.38312,5.048701299,5871.782468,0.49382716,0.469135802,0.666666667,48.79012346,0.469135802,43.48148148,2.021943574,4.849529781,15.63322884,21606.21003,4.902821317,5669.592476,0.385714286,0.414285714,0.485714286,49.95714286,0.414285714,49.01428571
urllib3,14.56060606,8.96969697,37.03030303,933.3636364,9.136363636,241.0454545,0.375,0.125,0.625,8.625,0.125,0.25,14.35820896,8.835820896,36.49253731,919.6865672,9,237.4477612,0.285714286,0.142857143,0.571428571,7.428571429,0.142857143,0.285714286
virtualenv,2.701923077,8.019230769,8.076923077,146.4519231,8.028846154,141.1346154,0.772727273,1.022727273,1.204545455,28.77272727,1.022727273,26.97727273,2.700934579,7.878504673,7.981308411,145.7383178,7.887850467,140.4859813,0.634146341,0.87804878,0.951219512,22.02439024,0.87804878,20.31707317
visidata,3.197674419,5.73255814,44.11627907,599.7325581,6.523255814,70.46511628,1.192307692,0.846153846,5.115384615,66.61538462,1.019230769,12.07692308,3.03,5.14,39.48,535.51,5.87,64.01,0.894736842,0.605263158,2.947368421,39.21052632,0.710526316,7.552631579
vision,11.48529412,24.13970588,22.73529412,822.8161765,24.80147059,990.9632353,2.406976744,3.744186047,3.604651163,180.0697674,3.744186047,179.5,10.95945946,22.68918919,21.39864865,777.0337838,23.2972973,931.5472973,1.986486486,3.337837838,3.175675676,167.4054054,3.337837838,166.7432432
volatility,3.964664311,0.901060071,15.57597173,485.180212,0.975265018,32.16254417,1.197368421,0.026315789,2.098684211,154.3552632,0.026315789,0.789473684,3.741935484,0.75659824,13.74193548,438.8973607,0.818181818,26.77419355,0.29787234,0.010638298,0.436170213,118.1276596,0.010638298,0.978723404
voltron,2.741935484,0.096774194,18.16129032,584.8064516,0.096774194,0.258064516,1.12,0.04,2.44,50.16,0.04,0.08,2.404761905,0.071428571,14.16666667,443.1904762,0.071428571,0.19047619,0.857142857,0.071428571,2.071428571,54.92857143,0.071428571,0.142857143
vprof,0.4,0.733333333,6.466666667,84.6,1,16.66666667,0.363636364,0.181818182,1.272727273,9.272727273,0.181818182,2.545454545,0.4,0.733333333,6.466666667,84.6,1,16.66666667,0.363636364,0.181818182,1.272727273,9.272727273,0.181818182,2.545454545
vyper,3.976470588,0.756862745,13.45490196,279.1372549,0.77254902,11.38431373,1.212765957,0.063829787,2.361702128,58.68085106,0.063829787,0.734042553,3.846715328,0.708029197,12.8540146,265.120438,0.722627737,10.61313869,0.986666667,0.066666667,1.746666667,54.04,0.066666667,0.853333333
wafw00f,4.5,1.5,38,822.75,1.5,25.5,1.49689441,0.055900621,6.192546584,58.26708075,0.062111801,0.720496894,2.423076923,0.192307692,11.07692308,151.8076923,0.211538462,2.326923077,1.17699115,0.044247788,5.07079646,42.28318584,0.044247788,0.85840708
wagtail,4.153846154,2.291993721,9.543171115,204.5259027,2.379905808,50.15070644,0.703797468,0.316455696,1.367088608,37.23797468,0.318987342,8.673417722,4.113149847,2.258409786,9.455657492,204.4541284,2.344036697,50.26299694,0.619047619,0.285714286,1.150793651,29.83862434,0.288359788,6.613756614
wal-e,3.546875,0.203125,10.234375,249.953125,0.203125,1.65625,1.583333333,0.0625,2.979166667,91,0.0625,0.458333333,3.278481013,0.164556962,9.227848101,230.5949367,0.164556962,1.341772152,1.333333333,0.090909091,2.090909091,65.09090909,0.090909091,0.666666667
walle-web,2.859375,0.578125,10.671875,228.59375,0.71875,4.984375,0.75,0.107142857,1,35,0.142857143,5.214285714,2.892307692,0.615384615,10.66153846,229.9230769,0.769230769,7.153846154,0.592592593,0,0.666666667,24.62962963,0,0
WeasyPrint,2.873417722,4.949367089,35.88607595,781.6835443,5.506329114,81.91139241,0.53125,0.28125,0.9375,52.03125,0.3125,19.125,2.78313253,4.722891566,34.25301205,745.746988,5.253012048,78.18072289,0.464285714,0.285714286,0.785714286,54.32142857,0.321428571,21.21428571
websockets,1.222222222,3.611111111,13.33333333,564.0740741,3.759259259,101.6296296,0.463414634,0.414634146,1.219512195,39.19512195,0.43902439,4,1.175438596,3.421052632,12.70175439,537.9298246,3.561403509,96.28070175,0.473684211,0.447368421,1.210526316,36.97368421,0.473684211,4.315789474
wechat_jump_game,NA,NA,NA,NA,NA,NA,2.904761905,2.952380952,6.285714286,157.2380952,3.047619048,81.04761905,NA,NA,NA,NA,NA,NA,2.904761905,2.952380952,6.285714286,157.2380952,3.047619048,81.04761905
weibospider,2.827586207,0.034482759,15.24137931,305.862069,0.034482759,2.655172414,1.160714286,0.035714286,3.589285714,61.78571429,0.035714286,0.071428571,2.827586207,0.034482759,15.24137931,305.862069,0.034482759,2.655172414,1.160714286,0.035714286,3.589285714,61.78571429,0.035714286,0.071428571
werkzeug,5.821428571,1.330357143,21.69642857,829.9553571,1.410714286,23.51785714,1.142857143,0,1.904761905,38.38095238,0,0,5.778761062,1.318584071,21.52212389,822.8495575,1.398230088,23.30973451,1.15,0,1.9,38.95,0,0
wfuzz,1.990291262,1.349514563,9.737864078,269,1.378640777,53.75728155,0.514285714,0.228571429,0.714285714,26.42857143,0.228571429,2.714285714,1.944954128,1.293577982,9.293577982,256.2018349,1.321100917,51.33027523,0.379310345,0.206896552,0.517241379,24.34482759,0.206896552,1.275862069
whoogle-search,2.466666667,11.66666667,21.46666667,435.2666667,12.46666667,312.5333333,0.2,0.2,0.2,0.6,0.2,0.6,2.466666667,11.66666667,21.46666667,435.2666667,12.46666667,312.5333333,0.2,0.2,0.2,0.6,0.2,0.6
wifiphisher,6,2.363636364,23.27272727,957.1818182,5.954545455,127.5454545,1.818181818,0.090909091,2.727272727,156.6363636,0.090909091,0.181818182,5.869565217,2.260869565,22.47826087,924,5.695652174,122,1.7,0.1,2.5,152.9,0.1,0.2
wifite2,1.340909091,3.272727273,9.318181818,218.6590909,3.636363636,61.43181818,0.142857143,0.142857143,0.285714286,3.714285714,0.142857143,0.285714286,1.340909091,3.272727273,9.318181818,218.6590909,3.636363636,61.43181818,0.142857143,0.142857143,0.285714286,3.714285714,0.142857143,0.285714286
wxpy,2.342857143,0.057142857,13.71428571,180.8857143,0.057142857,0.142857143,0.428571429,0,1.047619048,23.95238095,0,0,2.27027027,0.054054054,13.27027027,176.4324324,0.054054054,0.135135135,0.368421053,0,0.578947368,16.10526316,0,0
xadmin,5.359375,0.40625,14.953125,169.046875,0.53125,6.171875,0.4,0,0.52,5.64,0,0,5.323076923,0.4,14.78461538,167.6153846,0.523076923,6.076923077,0.291666667,0,0.375,2.708333333,0,0
xonsh,8.751295337,5.626943005,45.98963731,1167.65285,5.787564767,213.880829,1.02,0.48,2.22,47.22,0.52,12.52,8.317073171,5.326829268,43.45853659,1102.643902,5.47804878,201.7121951,0.921052632,0.473684211,2.052631579,44.10526316,0.526315789,14.57894737
yapf,7.208333333,10.45833333,41.14583333,831.2708333,10.77083333,170.9166667,1,0.8,2.8,98.6,0.8,20.8,7.102040816,10.32653061,40.46938776,819.4897959,10.63265306,169.5510204,0.75,0,1.5,59.75,0,0
yellowbrick,3.764705882,11.25490196,10.59477124,511.2222222,11.8627451,699.8169935,1.435897436,2.871794872,2.384615385,110.4871795,2.974358974,220.3589744,3.724358974,11.14102564,10.44230769,509.6794872,11.74358974,712.6217949,1.416666667,2.666666667,2.361111111,83.77777778,2.75,124.9166667
yolov5,10.13043478,58,59.04347826,987.826087,61.7826087,1133.173913,0.5,0.625,0.625,7.25,0.625,7.25,10.13043478,58,59.04347826,987.826087,61.7826087,1133.173913,0.5,0.625,0.625,7.25,0.625,7.25
YOLOX,3.875,3.553571429,5.910714286,192.1607143,3.714285714,68.5,1.090909091,1.090909091,1.136363636,67.90909091,1.090909091,67.54545455,3.859649123,3.543859649,5.859649123,189.6666667,3.701754386,68.1754386,1,1,1.047619048,68.76190476,1,68.38095238
you-get,8.486486486,7.027027027,35.78378378,628.2432432,7.378378378,132.4864865,2.574257426,0.633663366,4.702970297,100.6237624,0.663366337,18.16831683,4.773109244,2.722689076,15.05882353,280.2773109,2.857142857,56.61344538,0.315789474,0,0.368421053,2.894736842,0,0
YouCompleteMe,4.5,1.543478261,27.19565217,1084.26087,1.630434783,31.02173913,0.125,0,0.125,12.625,0,0,4.425531915,1.510638298,26.63829787,1063.340426,1.595744681,30.36170213,0,0,0,0,0,0
yowsup,1.747252747,1.21978022,6.148351648,106.2582418,1.241758242,16.71978022,1.2,0.470588235,2.188235294,52.14117647,0.482352941,14.74705882,1.72361809,1.165829146,5.894472362,103.9949749,1.185929648,17.49748744,1.169934641,0.45751634,2.078431373,49.07189542,0.470588235,13.51633987
YYeTsBot,1.571428571,0.714285714,12.57142857,611.8571429,0.714285714,114.5714286,0.428571429,0.142857143,1.857142857,62,0.142857143,6.535714286,1.571428571,0.714285714,12.57142857,611.8571429,0.714285714,114.5714286,0.428571429,0.142857143,1.857142857,62,0.142857143,6.535714286
Zappa,30.5,8.416666667,111.0833333,1996.833333,9.083333333,206.3333333,2.64,0.4,6.44,134.04,0.44,14.72,26.26666667,7,93.6,1705.466667,7.533333333,176.7333333,1.727272727,0.272727273,4.090909091,78.68181818,0.318181818,8.772727273
zipline,6.091703057,0.825327511,26.80786026,1054.017467,0.868995633,37.34061135,1.338983051,0.084745763,1.898305085,103.0847458,0.118644068,6.559322034,5.805668016,0.777327935,25.10526316,987.582996,0.821862348,35.87854251,0.975609756,0.048780488,1.219512195,85.82926829,0.073170732,1.853658537
bitbake,10.28431373,11.2254902,58.41176471,1375.627451,12.48039216,334.6666667,0.854014599,0.379562044,1.401459854,154.350365,0.416058394,41.2189781,9.084033613,9.672268908,50.5210084,1260.260504,10.74789916,291.0420168,0.708333333,0.383333333,1.15,95.74166667,0.425,42.90833333
boto,7.24,1.488,18.97866667,599.4986667,1.594666667,43.02133333,1.752873563,0.158045977,2.640804598,100.4195402,0.163793103,5.083333333,6.912621359,1.398058252,17.80339806,567.7378641,1.497572816,40.24757282,1.533762058,0.118971061,2.254019293,83.11897106,0.122186495,4.24437299
calibre,2.434306569,4.415145985,32.02737226,658.754562,4.495437956,82.01551095,0.8359375,0.359375,2.81640625,378.46875,0.359375,24.84765625,2.387862797,4.279683377,31.05980651,653.646438,4.357080035,80.50659631,0.776744186,0.302325581,2.362790698,352.0325581,0.302325581,21.9255814
cassandra-dtest,10.61206897,3.517241379,36.42241379,1183.491379,3.836206897,125.5258621,0.870967742,0.096774194,0.870967742,916.6451613,0.096774194,3.096774194,10.46610169,3.466101695,35.83898305,1164.372881,3.779661017,123.4152542,0.793103448,0.068965517,0.793103448,976.0344828,0.068965517,3.24137931
celery,5.119453925,6.259385666,37.04095563,538.7303754,7.030716724,100.6143345,0.588235294,0.745098039,0.823529412,37.39215686,1.078431373,69.03921569,5.016556291,6.125827815,35.99337748,527.6092715,6.907284768,106.6854305,0.357142857,0.523809524,0.595238095,9.928571429,0.69047619,18.61904762
cerbero,4.363636364,0.018181818,27.4,360.1636364,0.018181818,0.127272727,1.2,0,3.672727273,98.90909091,0,0,3.513157895,0.013157895,20.89473684,291.2368421,0.013157895,0.092105263,1.147058824,0,3.558823529,91.61764706,0,0
certbot,7.035928144,13.98203593,21.53892216,411.9341317,15.52095808,424.0239521,1.274509804,1.60130719,2.516339869,82.03921569,1.738562092,47.95424837,6.624309392,13.06077348,20.40883978,398.4143646,14.48066298,394.4530387,1.230215827,1.553956835,2.071942446,66.41726619,1.705035971,48.58273381
ChatterBot,1.935483871,0.483870968,21.80645161,395.7419355,0.483870968,21.96774194,0.4,0.014285714,1.171428571,40.38571429,0.014285714,0.071428571,1.893939394,0.454545455,20.8030303,374.8636364,0.454545455,20.63636364,0.348484848,0.015151515,0.924242424,39.72727273,0.015151515,0.075757576
cheetah,1.648648649,0,5.972972973,111.2162162,0,0,0.384615385,0,1,23.19230769,0,0,1.6,0,5.675,106.625,0,0,0.304347826,0,0.869565217,19.69565217,0,0
cherrypy,7.166666667,8.941176471,45.11764706,1032.862745,9.823529412,221.9607843,1.428571429,0.428571429,2,26.85714286,0.428571429,14,7.028571429,8.704761905,43.92380952,1004.885714,9.561904762,216.4190476,0.75,0.25,1,6.75,0.25,3.5
cobbler,11.38095238,2.44047619,65.72619048,1248.535714,2.761904762,25.77380952,0.617021277,0.042553191,1.212765957,97,0.042553191,0.255319149,10.98863636,2.352272727,63.06818182,1232,2.659090909,24.73863636,0.418604651,0,0.651162791,23.72093023,0,0
codespeed,5.333333333,1.833333333,26.66666667,553.6666667,1.833333333,16.5,1.325,0.3,3.6,61.425,0.3,2.925,4.384615385,1.384615385,17.69230769,349.0769231,1.384615385,14.38461538,0.848484848,0.151515152,2.242424242,37.60606061,0.151515152,0.878787879
django,11.18396846,18.24178712,25.17279895,440.260841,20.81143233,569.087385,0.870253165,0.764767932,0.988396624,13.43881857,0.801687764,10.65295359,10.75343321,17.43632959,24.06803995,420.7921348,19.88826467,542.6722846,0.714285714,0.640552995,0.798387097,10.03225806,0.661290323,7.936635945
PyChecker,1.916666667,3.5,39.54166667,678.4166667,3.625,42.25,0.467836257,0.18128655,1.771929825,26.24561404,0.187134503,1.959064327,1.638888889,2.555555556,28.86111111,480.6111111,2.638888889,29.63888889,0.421383648,0.144654088,1.339622642,21.81132075,0.150943396,1.773584906
pygments-main,2.948275862,1.655172414,15.38793103,357.0603448,1.715517241,35.90517241,1.136054422,0.231292517,3.034013605,124.6258503,0.238095238,14.41496599,2.132420091,1,9.881278539,261.8173516,1.03652968,26.99086758,0.954545455,0.159090909,1.522727273,54.56818182,0.159090909,8.477272727
pythondotorg,5.311111111,4.933333333,19.57777778,256.4666667,5.222222222,73.08888889,1.174342105,0.463815789,2.210526316,35.37171053,0.470394737,10.63157895,5.036363636,4.127272727,17.34545455,226.7272727,4.363636364,60.61818182,1.085034014,0.462585034,2.037414966,33.41496599,0.469387755,10.84013605
pytorch,8.832822086,14.87730061,20.34969325,676.047546,15.33282209,487.8757669,1.772893773,2.989010989,2.593406593,109.4249084,3.010989011,110.6153846,8.321937322,14.26638177,19.05555556,638.9814815,14.68945869,470.3361823,1.798206278,2.246636771,2.686098655,99.06278027,2.273542601,81.24215247
